Id	EssaySet	Score1	Score2	EssayText
5174	3	2	2	The panda and koala are similar because they are both specialists. Both animals fead almost exclusively on one plant is the article says the koala and panda both rely on the article eat change.
5175	3	2	2	"Pandas and koalas are similar in that they are both specialists. In the text it says, ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats almost eucalyptus leaves almost exclusively. ""Pandas and koalas have a limited area they can live. Pythons on the other hand are generalists, and can adapt to change easily. The main difference between specialists and generalists is that one can adapt and one cannot."
5187	3	2	2	"Pandas and koalas are similar because they are both specialist that have an exclusive diet and are less likely to survive anywhere else but in their regular habitat. Pythons, in Contrast belong to the generalists which are the most likely to adapt and survive around human beings. "" A generalist"" says the article are man's pet. Another's invasive spaces "" Is a human being also with the assistance of technology can live anywhere.."""
5200	3	2	1	"Pandas in china are similar to koalas in Australia because both animals eat almost same type of food and a only plants. According to the article, "" China's panda, which eats almost nothing but bamboo, or Australia's koala bear  which eats eucalyptus leaves almost exclusively. Also Pandas & koalas are different from pythons because pythons are carnivores. According to the article, "" A python swallowed an alligator,"" Pandas and koalas eat plants and they eat mostly one type of plant, but pythons eat animals."
5207	3	2	2	Pandas in China and koalas in Australia are similar because they both ca only live there due to the envlromet. Pandas eat bamboo which is very a bundat in China, and koala's eat eucalyptus leaves which are very abundat in Austraila. That is any for f them live here. Now a python aresn't live off one food, so it can live anywhere and splecd.
5217	3	2	1	Pandas and koalas are different from pythons because they are specialists. Pandas almost exclusively eat bamboo, while koalas almost exclusively eats eucalyptus leaves. This means that these animals are really only able to live in certain areas, while the generalist python can feed on countless foods and can deal with a fairly large range of temperatures.
5222	3	2	1	Pandas in China and Koalas in Australia are similar because both are specialists.They wouldn't be able to live any place else in the world because of the type of food they eat bamboo and eucalyptus leaves both animals differ from a python because pythons are generalists and can live in many places.
5223	3	2	2	"Pandas in China are similar to koalas in Australia because ""China's panda eats almost nothing but bamboo"" and ""Australia's koala bear eat eucalyptus leaves almost exclusively."" They both like to eat certain food. China's panda and Australia's koala are different from a python because pythons eat other animals. For example ""a python swallowed an alligator,"""
5224	3	2	2	"In the article it says that China's panda, ""eat almost nothing but bamboo"" and Australia's koala bear ""eats eucalyptus leaves almost exclusively."" They are similar because they both only eat a very small range of foods, they are specialists. The pythons is a generalist. It is different because it eats a huge range of animals, basically whatever is there and only needs the right climate, not the same food everywhere."
5225	3	2	2	"The pandas in china and the koalas in Australia are both ""specialist"" animals, that have a specific food supplie. They and both different from the pythons because can survive in more than one place."
5242	3	2	1	"Pandas in China are very similar to koalas in Australia. Both are specialists meaning that they can only eat & survive in certain climate and region. ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear,which eats eucalyptus leaves almost exclusively."" The python however, is the opposite of a specialist and falls under the category of generalist meaning the can adapt to changes."
5246	3	2	1	Pandas in China are similar to koalas in Australia because they are both specialists. Both have particular eating conditions because they both stick to eating only one type of food. Pythons are different to pandas and koalas because they are generalists, and can live in a wider range of places successfully.
5248	3	2	1	Pandas and koalas are different from pythons because they are specialists. Pandas almost exclusively eat bamboo, while koalas almost exclusively eats eucalyptus leaves. This means that these animals are really only able to live in certain areas, while the generalist python can feed on countless foods and can deal with a fairly large range of temperatures.
5252	3	2	2	Pandas and koala bears both live in warm climates where the plants they eat, grow. Pandas eat bamboo and koala bears eat eucalyptus leaves. Bamboo and eucalyptus leaves are both plants. Pythons eat other animals, they are carnivores. Even though they can find their food anywhere, temperature is a limiting factor as to were they can live.
5261	3	2	1	"Panda's in China and koala's in Australia are similar because they are both specialists. Also a panda ""eats nothing but bamboo"" and a koala ""eats eucalyptus leaves almost exclusively"". They each only eat one plant. They are different from pythons because pythons are generalists and they are not quite as picky; they eat multiple things and other animals."
5265	3	2	1	Pandas in China are similar to koalas in Australia because both species eat only one plant almost exclusively. Pandas eat almost only bamboo, and koalas eat only eucalyptus leaves, so they are both specialists. They are both different from pythons because pythons are generalists, and can live in many places, unlike the specialist pandas and koala bears.
5266	3	2	1	"Pandas in China are similar to koalas in Australia because they both eat one type of food all the time. In the text it says ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". They are both different from pythons because a phython will eat any thing it could eat. In the text it says ""A python swallowed an alligator and-there's not a delicate way to put it-exploded""."
5276	3	2	2	Pandas and koalas are similar because they are both specialist. They both eat only one thing and they are different than pythons because the python eats a variety of food.
5286	3	2	1	Pandas are similar to koalas because both these species greatly rely on their habitat for survival. like the article stated , these animals survive due t o a single food source, which is only abundant where they live. This is unlike the pythons, who can move due with what they have for example, Pythons in the everglades have been known to eat species that only live there, like the key Lorez wood rat and once in a while, even an alligator.
5288	3	2	2	Pandas and koalas are both vegatarians that eat bamboo and/or eucalyptus. As a opposed to pythons that eat meat. Pandas and koalas are specialists and pythons are generalists.
5289	3	2	2	"Pandas in China and koalas in Australia are similar because they are specialists and only eat one food. They are both different from pythons because pythons are generalists. The python can live almost anywhere and eat a variety of things. Pandas can only eat, ""nothing but bamboo"", and koalas can only,"" eat eucalyptus leaves almost exclusively."
5290	3	2	1	Pandas and koala bears are similar because they both seem to eat one thing only which is for example bamboo and for koalas eucalyptus leaves. Also they are both specialists. They are different from pythons because a python is a generalist and it can eat a variety of animals.
5295	3	2	1	"Pandas in China are similar to koalas in Australia because they are both specialists. A specialist is an animal that can't adapt well to new climates. ""A panda eats almost nothing but bamboo and Australia's koala bear, which eats eucalyptus leaves all year"".(2)These animals need a certain environment to get their certain food while a python is a generalist ""who with the assistance of technology can live anywhere"".(19)"
5296	3	2	1	China Panda's and koala bears are specialist because panda's eat almost nothing but bamboo & Australia koala bears eat nothing but eucalyptus leaves. However, pythons is a generalist and can eat just about anything anywhere unlike China panda's and Australia koala bears.
5297	3	2	2	Pandas from China and koalas in Australia are both similar because they both eat plants. While pandas eats bamboo, koalas eat eucalyptus leaves. These both come from plants. They both are mammals which make them different from a python. A python eats other animals and pandas and koalas eat plants. Also, pandas and koalas are warm blooded and sakes are cold blooded.
5300	3	2	2	Pandas in China are similar to koalas in Australia because they both are native from their country and are symbols of their country too. They also both only eat one thing exclusively panda: bambo & koalas; eucalyptus leaves. Their different from pythons because pythons eat other animals.
5302	3	2	1	"The article tells us that pandas and koalas are similar because they are both considered ""specialists."" This means there is only one place they can live well. Pythons however, are known as generalists"" because as we can see from the article and the map showing the potential range, they just need a habitat similar to that of their Aisian homeland."
5305	3	2	1	Pandas in China are similar to koalas. Both of these species can only eat basically one thing, bamboo in a pandas case and eucalyptus in a koalas case. Both species are specialists and cannot adapt all too well unlike pythons which are generalists and can adapt easier.
5310	3	2	1	Pandas in China and Koalas in Australia are different from pythons because they need specific things to survive. The pandas eats almost nothing but bamboo and the Koala bear only eats eucalyptus leaves. This means that these animals are very exclusive. But a python can adapt almost where the climate is right. For example it can even adapt herein the U.S. The difference is that a python is a generalist and Koalas and Pandas are specialists.
5311	3	2	2	Pandas in China and koalas in Australia are similar because they are both specialist. They both usually only eat one kind of food: bamboo for pandas and eucalyptus leaves for koalas. If these animals were taken from their food source chances are they would die. This is not like pythons, however pythons when given a mild to warm climate to live in, will adapt to the in surrounding and food would not a factor, As long as there are animals in their environment, pythons will have food. However pythons for the moment are not suitable fro colder climates.
5312	3	2	2	Pandas are similar to koalas because both eat leaves almost exclusively, they're different to pythons because pythons eat anything. According to the text, ''A python swallowed an alligator .'' In other words, pandas and koalas are not something to really worry about unlike pythons.
5325	3	2	2	Pandas in china are similar to koalas in Australia because they are both specialists. Like it says in the article, china's panda eats almost nothing but bamboo and Australia's koala bear eats eucalyptus leaves. These both are different from pythons because like the article says, pythons are a generalist.
5328	3	2	1	As stated in the story, koalas and pandas are specialist species. Or species that can only live in one area because their main source of food can only be found there. They differ from pythons because pythons could live in a range of areas and still be able to hunt for food.
5329	3	2	1	The pandas and the Koala bear are alike because they aren't eating people or other animals. Pandas eat bamboo and Koalas eat eucalyptus leaves, they are also alike because they are specialist. Pandas and Koalas are different from pythons because a python is a generalist and pythons are viewed as a threat to society they are dangerous and eat other animals and possibly humans.
5333	3	2	2	Koalas and pandas are similar because they both only eat one type of food which is native to were they live, but pythons can adapt to different food sources making it easier for them to find food and survive.
5336	3	2	2	Pandas in China and koalas in Australia are similar because they are both specialist species, they eat almost exclusively one food. They are different from a python which is a generalist and eats more than one type of food.
5345	3	2	2	Pandas in China are similar to koala bears in Australia both are a native species and also both eat something in specific such as a panda eating bamboo or koala bear eating eucalyptus leaves. But, they are different because of the pythons spread across the remain in their country.
5350	3	2	2	Pythons can adapt to many diverse climates. But pandas and koalas can only live in china and australia due to the plants they eat.
5351	3	2	1	According to the article, Panda's and koala's have a very simple diet. In paragraph 21, the author explains that pandas eat almost nothing but bamboo and koala bears only eat eucalyptus leaves. They are different from the python because pythons eat an assessment of different animals. Paragraph 14 said it ate an alligator.
5354	3	2	2	Pandas in China are similar to koalas in Australia because they're both specialists. Pythons are generalists, pandas and koalas eat only one thing. Meanwhile pythons have a variety of things to eat from.
5356	3	2	2	"Pandas in China are similar to koalas in Australia because they are both specialist. The article states ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"" which shows they won't last long because once their food is gone they will have nothing left to eat but a python is a generalist and can adapt and last longer."
5358	3	2	2	Pandas and Koalas are both specialists. Their food source is only found in their home place so adapting to other places would be extremely hard. Pythons on the other hand can adapt to anywhere because they can eat a lot of different things they have been adapting to the U.S.
5359	3	2	1	Pandas in China eat only bamboo and koalas feed exclusively on eucalyptus trees in Australia. Both are specialists because they can only survive on one type of food. Pythons are generalists in contrast, because they can adapt to different food sources depending on their environment. The panda and koala are specialists while the pythons are generalists.
5375	3	2	2	Both pandas and koalas are extreme specialists. The panda can only eat bamboo and the koala can only eat eucalyptus leaves. This means that they can not live in a lot of places. This is different from a python. A python is a generalist. There fore it can survive in a variety of places. It has several food sources such as the key largo wild rat or even alligators. Pythons can live in many places but koala and panda have special needs.
5382	3	2	2	Both pandas and koalas eat only one thing. Pandas only eat bamboo and koalas only eat eucalyptus leaves. Pythons would probably eat any animal that it sees. An example from the article is ''in the Everglades in 2005 a python swallowed an alligator''
5385	3	2	1	Pandas in China are similar to koalas in Australia because they are both specialists, but both are different from pythons because they are generalists. Pandas and Koalas rely exclusively on only one food source to survive. Pandas eat bamboo and Koalas eat eucalyptus. Pythons can survive in region that have climate conditions similar than those of their homeland.
5389	3	2	2	Pandas and koalas are very similar, they both have a strict diet. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. In the way they are different to pythons. Pandas and koalas cannot survive in the US because of their diet but pythons will eat most small/medium creatures.
5392	3	2	2	China's panda's eat bamboo and koalas in Australia eat eucalyptus leaves which are both plants. These specialists species are different from pythons which are generalists because they cannot survive anywhere in the world. These specialist need their warm climates while generalists can adapt.
5394	3	2	2	The panda eats only bamboo, the koala eat eucalyptus, but the python however doesn't eat anything America needs. In fact the comparison is nothing alike. The panda and koalas eat resources people need. The python doesn't eat anything that is needed.
5395	3	2	2	Pandas in China are similar to koalas in Australia because they are both specialist, they live in one certain place and eat one certain thing. On the other hand pandas are diffrent from pythons because pythons are a generalist species and can live almost half the US and eat almost anything.
5399	3	2	1	"Panda's in China and koala's in Australia are similar because they are both specialists. Also a panda ""eats nothing but bamboo"" and a koala ""eats eucalyptus leaves almost exclusively"". They each only eat one plant. They are different from pythons because pythons are generalists and they are not quite as picky; they eat multiple things and other animals."
5401	3	2	2	Pandas and Koala's eats depend on one food source Panda's depends on bamboo. Koalas on eucalyptus. They are much different than python reason being is that pythons will eat anything that is meat.
5402	3	2	2	Pandas in china are similar to koalas in Australia because they both eat nothing, but plants not other animals. Meanwhile,  there are pythons exploding because they try to eat alligators. These harbivors; pandas and koalas, are different from pythons because pythons eat animals and the panda and koala don't.
5406	3	2	1	Pandas and koalas are both two specialists species. The panda constantly eats bamboo mainly found in China and koala's foods mainly consist of eucalyptus leaves. Therefore these two animals can only survive in these regions that fufill they're eating habbits. These two animals are different from pythons because based on the article pythons are capable of adjusting to their environments like they did after Huricane Andrew destroyed their homes.
5408	3	2	2	The pandas in china and koalas in Australia are similer in the wcer that they both eat basically one thing for food. Unlike pythons that eat a variety of animals,rather than a specific plant.
5409	3	2	2	Pandas in China care very similar to koalas in Australia, they're both a species of specialist. The article says that the pandas and koalas both eat exclusively, they pretty much live off one thing, what the different from pythons because pythons can live off a wide variety of things, like alligators to rats.
5425	3	2	2	According to the article pandas in china eats nothing but bamboo and a koala in Australia eats nothing but eucalyptus leaves. They are similar because they both only eat one thing and they are specialists. They are different from pythons because the article states that along with rafcons, cockroachs and a white tailed deer is a generalist.
5427	3	2	1	Pandas are similar to koalal because specialist. They mainly eat one food that keeps them alive. In if they were moved then they would most likely die. They are both different than a python because a python is a generalist. It can live in many different regions. In paragraph 15 it says that they have ability to inhabant 1/2 in the U.S.
5430	3	2	2	"Pandas and koalas are both similar because they can only survive in certain areas. As the author says, ""China's panda which eats mostly but bamboo. Koala which eats eucalyptus,"" Both species are diffrent from the python, though because they can't easily adapt. The python can adapt and eat almost anything while the panda and koala can only eat one type of food."
5432	3	2	2	Pandas in China are similar to koalas in Australia because they're both speciaslists. The two species only feed on particular foods found in their region and would not be able to adapt to different places. Both panadas and koalas are different from pythons because pythons are generalists and therefore able to survive in many different places and climates.
5436	3	2	2	"Panda from China are similar to Koalas from Australia because they are both example of specialist species. They live where they do because that is where they can survive. They are different from pythons because pythons are generalists, which means they can live many places. Another example of generalists is humans "" who... can live anywhere from Florida... to outer space."
5440	3	2	1	Pandas in China are similar to Koalas in Australia, because their both specialist and they both stick to one main food. Pandas rely on bamboo and Koalas rely on eucalyptus leaves. They are diff from pythons because pythons are all over the world while pandas and koalas are in one place, also because a python is a snake and a generalists, while pandas and koalas are not.
5441	3	2	2	Pandas in China are similar to koalas in Australia because they are specialist for their countries. They are both different from pythons because pythons are invasive species.
5443	3	2	1	Pandas in China are similar to koalas in Australia because they both only eat spefic foods. As the article said pandas eat almost nothing but bamboo and koala bears eat almost nothing but eucalyptus leaves. They are different from pythons because unlike pythons,mostly are restricted to live in one area, but to their diet.
5448	3	2	2	"Both China's panda and Australia's Koala bear are both specialists. ""What favors specialist is stability."" Both animals live almost exclusively on a single food source, bamboo and eucalyptus leaves respectively. They are both different than pythons because pythons are generalists, 'What generalists favor is change."" Both the panda and koala bear eat an almost exclusive food source while pythons can eat a great variety, from crocodiles to the key large wood rat."
5449	3	2	2	China's panda and Australia's koala bear are similar because they really don't each much. They are both vegetarian. In the article, it says China's pandas eat almost nothing but bamboo and Australia's koala bear eats eucalyptus leaves. They are both different from pythons because pythons eat many of things. A python in the everglades on 2005 was caught eating a alligator.
5451	3	2	1	Pandas and koalas are similar because they're both specialist species, they only eat a certain type of food in a specific area, but pythons are generalist species and can adapt themselves to eat anything.
5453	3	2	2	Pandas and koalas are both specialists because they can survive in very specific habitats. They are different from pythons b/c pythons are generalists who can live in many different habitats successfuly.
5457	3	2	2	Pandas are different from Australia's like China's panda eats almost nothing but bamboo and koala in Australia eats eucalyptus leaves almost exclusively.
5459	3	2	2	Pandas in china and koalas in Australia are similar because they are both specialist. They both only eat one food which is mainly found in their homelands so it would be hard for them food just anywhere else but pythons, the articles says, they are a different story. As long as the climate is right, they can adjust and find food.
5467	3	2	2	Pandas and koalas are similar because they mostly eat one thing. Both animals eat plants. In the article it says that pandas eat almost nothing but bamboo. Bamboo is a plant grown in Japan. Koalas, the article states eats eucalyptus almost exclusively. Another plant, but grown from trees.
5468	3	2	2	China's panda and Australia's Koala are similar in that they are considered specialists species because of their exclusive diets, but also because they are not thought of as house pets. Both differ from the Pythons, Who snacks on rodents, birds, and the occasional alligator. Also, in the article the author says pythons were often kept as house pets.
5470	3	2	2	A Panda from China almost eats nothing but bamboo, while the Koala bear from Australia eats eucalyptus leaves all the time. These two animals differ from python though as they have a certain food supply, while the python eats anything when it is hungry. I believe they want to show how animals differ with their food source availability.
5472	3	2	2	Pandas and koalas are similar because they do not favor change a basically eat one food a day. They differ from the python because it can deal with change and eat almost any animals such as the crocodile. The python also differs because it can live anywhere throughout the world as long as the climate is right, when pandas and koalas need it to be similar to what their used too.
5476	3	2	1	They are similar because they are specialist that eat only one thing each panda eats bamboo and koala who eats eucalyptus leaves. Therefore they can only live in that one area that have these plants. Unlike snakes who are generalists that can live almost anywhere in the world since they do not require such specific conditions.
5482	3	2	2	"Pandas in China are similar to koalas in Australia because they  both eat leaves and plants. They are not carnivors like pythons. According to the article it states "" A specialist is China's panda which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves most exclusively. The quote already states pandas and koalas do not like meat."
5490	3	2	2	Pandas are similar to koalas because they are both specialists. They have a very special diet, panda-bamboo and koala eucalyptus leaves, so they couldn't be able to adapt elsewhere. They are very different to pythons which are generalists. They can adapt to many surroundings and foods. Pythons will eat many things while pandas and koalas eat only one type of things.
5498	3	2	2	Pandas in China only eat bamboo, koalas in Australia only eat eucalyptus leaves. So they need to stay in there native area, no for pythons they try to eat anything they can.
5500	3	2	2	"Pandas in China are like koalas in Australia because they are both considered ""specialists"" as they cannot naturally live anywhere else in the world aside from China or Australia respectively due to their specific diets of ""nothing but bamboo"" and ""eucalyptus leaves almost exclusively"". These two animals differ from pythons because pythons have proved to be ""generalists"" as they were brought in the U.S from Asia and were still able to survive on their own despite the new habitat."
