candidate_id	similarity score	score
5271	0.830181014	1
5272	0.80015072	1
5273	0.810161773	1
5274	0.882491229	1
5275	0.936355912	1
5277	0.787626677	1
5278	0.845512074	0
5279	0.934089223	1
5280	0.704088585	1
5281	0.72257345	0
5282	0.817439317	1
5283	0.847045254	1
5284	0.784709802	1
5285	0.893659223	0
5287	0.932665429	0
5291	0.759742716	0
5292	0.840342569	1
5293	0.899333825	1
5294	0.806703875	1
5298	0.854920401	1
5299	0.932994451	0
5301	0.838230984	1
5303	0.80443949	1
5304	0.84351615	1
5306	0.924190844	1
5307	0.813517481	0
5308	0.753123863	0
5309	0.856822253	1
5313	0.837621847	1
5314	0.696591343	1
5315	0.649852897	1
5316	0.931381983	1
5317	0.806467428	1
5318	0.709592329	1
5319	0.797893016	1
5320	0.785686562	0
5321	0.727712327	1
5322	0.943311652	1
5323	0.717215116	1
5324	0.892409806	0
5326	0.766301657	0
5327	0.937360482	1
5330	0.788956982	1
5331	0.868823758	1
5332	0.860629344	0
5334	0.913224293	1
5335	0.755327957	0
5337	0.892698696	1
5338	0.804308947	0
5339	0.74173003	1
5340	0.76816337	1
5341	0.838240552	0
5342	0.805588921	1
5343	0.848548738	1
5344	0.731753181	1
5346	0.737157789	1
5347	0.867966836	1
5348	0.825893119	1
5349	0.922105254	1
5352	0.8888521	0
5353	0.771860931	1
5355	0.760147766	1
5357	0.787358565	0
5360	0.876537011	1
5361	0.778782953	0
5362	0.626228847	1
5363	0.799508379	1
5364	0.950105691	1
5365	0.746709893	1
5366	0.918505	1
5367	0.898979142	0
5368	0.882491229	0
5369	0.881951682	1
5370	0.733088337	1
5371	0.840985623	1
5372	0.826686239	1
5373	0.961337008	0
5374	0.832636022	0
5376	0.835035137	1
5377	0.861650327	1
5378	0.804234651	1
5379	0.889667251	1
5380	0.827900145	0
5381	0.674278011	1
5383	0.850439425	1
5384	0.818045008	1
5386	0.795926676	1
5387	0.725946427	1
5388	0.773935945	0
5390	0.811137177	1
5391	0.883286761	1
5393	0.904521641	1
5396	0.864281277	0
5397	0.619106806	0
5398	0.787093037	1
5400	0.84143377	0
5403	0.853839905	0
5404	0.821644524	1
5405	0.899761459	1
5407	0.890692442	0
5410	0.823840666	0
5411	0.712090801	1
5412	0.582188912	0
5413	0.865743234	0
5414	0.831643249	1
5415	0.836427277	1
5416	0.71146011	1
5417	0.844142674	1
5418	0.906048214	0
5419	0.865889227	1
5420	0.957464246	1
5421	0.840263448	0
5422	0.704490925	0
5423	0.732034383	1
5424	0.815372854	1
5426	0.826444159	1
5428	0.865142679	1
5429	0.797653043	0
5431	0.723548788	1
5433	0.908815358	0
5434	0.914878714	0
5435	0.919460721	1
5437	0.93588852	0
5438	0.795449058	1
5439	0.825500625	1
5442	0.967657792	0
5444	0.735610411	1
5445	0.913755473	0
5446	0.875500782	1
5447	0.861273661	1
5450	0.880882202	1
5452	0.904506198	0
5454	0.835919468	1
5455	0.868969782	1
5456	0.868857079	1
5458	0.919258356	1
5460	0.88761344	1
5461	0.723392503	0
5462	0.939548137	1
5463	0.868621417	1
5464	0.708867774	1
5465	0.739317331	1
5466	0.848116637	0
5469	0.243217604	0
5471	0.817028814	1
5473	0.81913386	1
5474	0.879404757	1
5475	0.905521713	0
5477	0.84970122	1
5478	1	1
5479	0.74848896	0
5480	0.846173854	1
5481	0.945838875	1
5483	0.786342076	1
5484	0.916051032	1
5485	0.906498657	1
5486	0.914138481	1
5487	0.835976737	1
5488	0.753021525	0
5489	0.914194026	0
5491	0.908730875	0
5492	0.825464989	1
5493	0.762831596	1
5494	0.837093693	1
5495	0.775084151	1
5496	0.867720323	1
5497	0.887537922	0
5499	0.828773771	1
5501	0.793095689	0
5502	0.636194952	1
5503	0.747946275	1
5504	0.8542642	1
5505	0.944208755	0
5506	0.822922166	1
5507	0.82252328	1
5508	0.73180783	1
5509	0.781910443	1
5511	0.709344751	1
5512	0.913847285	0
5513	0.767600406	0
5514	0.840577009	0
5515	0.863955484	1
5516	0.870459916	0
5517	0.826325606	1
5519	0.86680306	1
5520	0.788065676	0
5521	0.726914063	1
5522	0.864952991	1
5523	0.715996199	1
5524	0.794153265	1
5525	0.702556361	0
5526	0.910818733	1
5527	0.264035232	1
5528	0.819830023	1
5529	0.95109973	1
5531	0.755916167	0
5532	0.877115058	1
5533	0.976742512	1
5534	0.786727497	1
5536	0.828388408	1
5537	0.706198618	1
5538	0.801049723	1
5539	0.883768276	1
5540	0.94421523	1
5542	0.811239542	0
5546	0.795711284	0
5547	0.918842558	1
5549	0.743833439	0
5550	0.943373341	1
5552	0.786663966	0
5553	0.815877993	1
5555	0.805603425	1
5556	0.649684719	0
5557	0.844461981	1
5558	0.833517998	0
5559	0.919106836	1
5560	0.803741955	1
5561	0.821943545	1
5562	0.629884692	0
5563	0.936623273	1
5564	0.749992219	1
5566	0.831644568	1
5567	0.897397929	1
5568	0.884590713	1
5571	0.964602074	1
5572	0.80311719	0
5575	0.878191485	0
5578	0.983632733	0
5579	0.772173146	1
5580	0.766554024	0
5582	0.856641908	0
5584	0.976742512	1
5585	0.877181226	1
5589	0.665915498	0
5590	0.944858222	1
5591	0.790092499	1
5592	0.90923505	1
5593	0.677246641	0
5594	0.573891127	1
5596	0.827734747	1
5597	0.789001242	1
5598	0.899684685	0
5599	0.846387806	1
5600	0.711200051	0
5603	0.764736389	1
5604	0.807410249	0
5605	0.965618225	1
5606	0.750926778	0
5607	0.849608666	0
5608	0.770733416	0
5609	0.843054823	1
5610	0.662477551	1
5611	0.683389784	1
5612	0.779678376	1
5613	0.697574618	1
5614	0.95518446	0
5617	0.831746379	0
5620	0.913732826	1
5621	0.836096923	0
5624	0.727919539	1
5625	0.890796271	1
5626	0.879771962	1
5627	0.713106676	0
5628	0.696080139	1
5629	0.887151746	1
5631	0.846315528	0
5632	0.872705739	0
5633	0.769315003	0
5634	0.782670664	1
5635	0.829048085	1
5636	0.871672915	0
5637	0.941071137	1
5639	0.910941506	0
5640	0.892736757	1
5641	0.819764491	1
5642	0.822785624	1
5644	0.775897113	0
5646	0.913920303	1
5647	0.598429846	0
5648	0.805808546	1
5649	0.765919098	0
5650	0.893719679	0
5651	0.72207609	0
5652	0.944472276	1
5653	0.789823383	1
5654	0.743633544	1
5657	0.604882639	1
5658	0.762948803	0
5661	0.852194131	1
5662	0.890421647	0
5663	0.89035148	1
5664	0.595708771	1
5665	0.817689805	0
5666	0.85187245	0
5667	0.884206576	1
5668	0.823859352	1
5673	0.830297516	1
5674	0.793096754	1
5675	0.922084577	1
5676	0.698891083	1
5677	0.90741145	1
5678	0.884026365	0
5679	0.654391031	0
5680	0.797982431	1
5681	0.664792347	1
5682	0.841278114	0
5683	0.99743916	0
5685	0.724671453	1
5686	0.830507431	0
5687	0.866761648	1
5689	0.866742957	1
5690	0.909245228	1
5692	0.836068472	1
5693	0.871767036	0
5695	0.826447243	0
5697	0.743983434	1
5698	0.841535623	1
5699	0.793510158	1
5700	0.802782014	0
5701	0.924310746	1
5702	0.863605688	0
5703	0.887736405	1
5704	0.79773211	0
5705	0.816259574	1
5707	0.855373153	1
5709	0.724348753	0
5710	0.77251587	1
5711	0.902655891	0
5712	0.846487607	0
5713	0.864001177	0
5714	0.957025558	0
5715	0.776917971	1
5716	0.86709709	1
5717	0.564045721	0
5718	0.811338308	1
5721	0.790859244	1
5722	0.556782853	1
5723	0.739259962	0
5724	0.760373091	0
5725	0.91784875	0
5727	0.846306316	1
5728	0.964639051	0
5729	0.88081374	0
5730	0.798406108	1
5735	0.865337497	0
5736	0.506428969	0
5737	0.952735883	1
5738	0.834450472	0
5739	0.742732151	0
5740	0.806703875	1
5742	0.780519396	1
5743	0.732555608	1
5745	0.795625397	1
5746	0.886787937	0
5747	0.729507475	1
5748	0.764437654	1
5749	0.84851057	1
5754	0.863536446	1
5755	0.829409693	1
5756	0.801164111	1
5757	0.908068389	1
5758	0.665737739	1
5759	0.941218031	1
5763	0.819131667	1
5764	0.899351592	1
5765	0.84209152	1
5766	0.865310305	1
5767	0.779814582	1
5768	0.871722202	1
5769	0.919129382	1
5770	0.73292128	0
5771	0.897185424	1
5772	0.882791693	0
5773	0.919353872	0
5775	0.774337299	1
5776	0.694689311	1
5777	0.573417107	0
5778	0.980212583	1
5779	0.783074282	1
5780	0.88783876	0
5781	0.71446683	1
5782	0.817055557	1
5783	0.827734747	1
5784	0.859746415	0
5786	0.723259684	0
5787	0.839437301	1
5788	0.795466229	1
5789	0.800735774	1
5791	0.852992669	1
5792	0.796694955	1
5793	0.749509866	1
5794	0.953198574	1
5795	0.940424797	0
5796	0.785182831	0
5797	0.891494438	1
5798	0.615479166	0
5801	0.830855557	1
5802	0.893163985	0
5803	0.79392695	1
5804	0.828133959	0
5805	0.853746707	1
5806	0.735918967	0
5807	0.634312785	1
5808	0.824182134	0
5810	0.78268034	1
5811	0.907782144	0
5812	0.660439068	1
5813	0.617785693	1
5816	0.751168516	1
5817	0.744271329	1
5818	0.904981085	1
5820	0.703728231	1
5821	0.885449132	0
5823	0.884357716	1
5824	0.629750238	1
5827	0.890421647	0
5828	0.805720608	1
5829	0.845290906	0
5830	0.879573603	1
5831	0.873409661	1
5835	0.835108073	0
5836	0.893025268	1
5837	0.915764955	1
5839	0.886231668	0
5841	0.828025285	1
5842	0.930077935	0
5843	0.884521054	1
5845	0.915293837	1
5846	0.874595977	1
5847	0.891750626	1
5848	0.879064758	1
5851	0.681952292	0
5857	0.9411686	0
5858	0.868857079	1
5859	0.805788882	0
5860	0.881249084	1
5861	0.902262301	0
5862	0.85054821	1
5863	0.928681218	1
5864	0.933545195	1
5866	0.909023414	1
5867	0.852530973	1
5869	0.852108207	1
5872	0.874321654	1
5873	0.870005334	1
5874	0.720899136	1
5879	0.835186383	1
5880	0.826015781	1
5882	0.879780259	1
5884	0.74630369	1
5885	0.79735367	1
5887	0.939052412	1
5888	0.801748191	1
5890	0.88782525	1
5891	0.837254476	1
5892	0.809151753	0
5894	0.889960167	1
5895	0.817534838	1
5896	0.880140605	1
5897	0.850625848	1
5899	0.7809225	1
5900	0.478418808	0
5901	0.842258195	1
5902	0.815478074	0
5903	0.843778984	0
5907	0.939176925	1
5908	0.682099483	0
5909	0.795797263	1
5910	0.88615558	0
5911	0.911766623	1
5912	0.867289729	1
5913	0.863294608	1
5915	0.662643218	0
5916	0.884704765	1
5918	0.939155931	0
5919	0.880757273	0
5920	0.860639084	1
5923	0.816820944	1
5924	0.780456311	1
5925	0.823731916	0
5926	0.863312158	1
5929	0.71053487	1
5930	0.894222802	1
5933	0.87348055	0
5936	0.849045992	0
5937	0.826600407	1
5938	0.736879024	0
5939	0.841827698	1
5940	0.865503285	1
5941	0.869309777	1
5942	0.708200822	1
5943	0.822118474	0
5944	0.952654946	1
5945	0.888072619	1
5946	0.967636762	1
5949	0.752872725	1
5950	0.740612007	1
5951	0.72436156	1
5953	0.964210538	0
5954	0.861599872	1
5955	0.790181908	0
5957	0.86866069	1
5958	0.803834586	1
5959	0.909692025	0
5961	0.824831555	0
5962	0.839247269	1
5963	0.815658718	1
5964	0.72005267	0
5965	0.86382406	1
5966	0.881753938	1
5969	0.865070442	1
5970	0.951310495	1
5972	0.85841685	1
5973	0.894203724	0
5975	0.887368423	0
5976	0.954574972	0
5977	0.898838596	1
5978	0.897245465	1
5979	0.8025428	0
5982	0.791677504	1
5983	0.834221679	1
5985	0.925191359	0
5986	0.909040089	1
5988	0.856868097	1
5989	0.807075988	1
5991	0.866732533	1
5992	0.711402291	1
5993	0.965235937	1
5994	0.697418595	0
5995	0.915844978	1
5996	0.826764089	1
5998	0.880704075	1
5999	0.727679001	1
6000	0.849608666	0
6001	0.807998749	1
6004	0.849605713	1
6005	0.91567197	1
6007	0.802829044	1
6008	0.834125941	1
6011	0.838864977	1
6012	0.759183525	0
6013	0.878170408	1
6015	0.860312287	1
6017	0.754776319	0
6019	0.691261768	1
6021	0.69236493	1
6022	0.688478836	1
6023	0.92847872	1
6024	0.874595977	1
6025	0.786302218	1
6026	0.822122534	1
6027	0.893378529	1
6028	0.812696928	1
6029	0.868892717	1
6031	0.786103871	1
6032	0.926475311	1
6034	0.581036025	0
6035	0.740375421	0
6036	0.82104584	1
6037	0.715934471	1
6038	0.824315305	1
6039	0.867838004	1
6040	0.664423053	0
6041	0.767933151	0
6042	0.779853508	1
6043	0.884415145	0
6044	0.728616834	1
6046	0.887809986	0
6047	0.66225682	1
6048	0.837226294	1
6049	0.918457173	1
6051	0.898262264	1
6053	0.909527048	1
6054	0.812710745	1
6055	0.535261429	0
6056	0.879267504	1
6057	0.862517812	0
6059	0.789817122	0
6060	0.792099953	1
6061	0.836024521	0
6062	0.867571564	0
6063	0.860923598	1
6064	0.941020265	1
6065	0.811384484	0
6066	0.847874513	1
6067	0.953609577	0
6068	0.853205005	1
6069	0.766924325	1
6071	0.808802389	0
6072	0.956009348	1
6073	0.87014783	1
6074	0.461647485	1
6076	0.710139512	0
6078	0.92420857	0
6079	0.771793208	1
6080	0.918517451	1
6083	0.786249343	1
6085	0.917339376	1
6086	0.827054924	1
6089	0.852987799	1
6090	0.714020284	0
6092	0.790852742	1
6093	0.677246641	0
6095	0.732587238	1
6096	0.841031548	1
6097	0.78710052	1
6098	0.761977094	0
6100	0.71881366	0
6101	0.902501562	1
6102	0.839005983	0
6103	0.88216532	0
6104	0.84372825	0
6106	0.755411425	1
6108	0.835016873	1
6109	0.805553005	1
6110	0.991923969	1
6111	0.92826285	0
6112	0.844229403	0
6113	0.898713948	1
6114	0.855007554	1
6115	0.82547614	1
6116	0.744989544	1
6117	0.860043886	1
6118	0.811022089	0
6119	0.668921965	1
6120	0.816080792	0
6122	0.733212472	1
6123	0.907137006	1
6124	0.926697858	1
6125	0.793900224	1
6126	0.761840135	0
6127	0.847231083	1
6128	0.708760046	1
6129	0.795904919	1
6131	0.760841562	0
6132	0.690470905	1
6133	0.758287277	1
6134	0.820219262	0
6136	0.875209344	0
6137	0.849451475	1
6138	0.753695749	1
6139	0.751919651	1
6140	0.859184691	1
6141	0.747448135	1
6143	0.672392326	1
6144	0.717476411	1
6145	0.89434505	1
6148	0.824256753	1
6149	0.91502293	1
6150	0.799814383	0
6151	0.802620703	1
6154	0.796455636	1
6155	0.814170415	1
6156	0.774813745	1
6157	0.774509119	0
6158	0.781910443	1
6161	0.799012968	1
6163	0.811157174	1
6164	0.822846893	1
6165	0.50766222	1
6166	0.842393321	1
6168	0.853970743	1
6169	0.838607762	0
6170	0.687902081	1
6171	0.879548151	1
6174	0.785686562	0
6178	0.565104653	1
6181	0.667025664	0
6182	0.89296323	0
6183	0.85342436	1
6184	0.98718257	0
6185	0.893418831	0
6186	0.85186121	0
6187	0.828744886	0
6188	0.741229704	1
6189	0.737243171	1
6190	0.810033046	1
6191	0.85504712	1
6192	0.609003137	0
6193	0.754539567	1
6194	0.619282634	1
6195	0.814949954	0
6196	0.845515606	1
6197	0.766777394	1
6198	0.815415735	1
6199	0.785568161	1
6200	0.645854159	0
6201	0.940518926	1
6202	0.825495327	1
6203	0.881878272	1
6204	0.880515277	0
6205	0.860579969	1
6206	0.739496198	0
6208	0.82330446	0
6209	0.897354618	1
6210	0.796289857	1
6213	0.830180046	1
6215	0.888986542	1
6216	0.768847405	1
6217	0.781501583	0
6219	0.934372012	1
6220	0.634972381	1
6222	0.857046789	1
6223	0.853695108	1
6224	0.84365873	1
6225	0.863980129	1
6226	0.89035097	1
6227	0.895764299	0
6228	0.810150078	0
6229	0.870438931	1
6230	0.863418135	0
6231	0.723842179	0
6232	0.770049866	1
6235	0.908415578	0
6236	0.859318059	0
6237	0.860923598	1
6238	0.866468381	1
6239	0.800580031	1
6243	0.857413563	1
6244	0.823528684	1
6245	0.868570247	0
6247	0.832087921	1
6248	0.687739208	1
6249	0.791164166	0
6250	0.865884252	0
6251	0.873764058	0
6252	0.903393643	1
6253	0.904400403	0
6254	0.864308865	1
6255	0.948364951	0
6256	0.801518288	0
6257	0.787084224	0
6258	0.878580627	1
6260	0.880753287	0
6265	0.715787034	0
6266	0.838311117	0
6268	0.871425092	1
6269	0.73425782	0
6271	0.998526157	1
6272	0.850091076	1
6273	0.915836578	1
6274	0.65788885	0
6275	0.89975818	1
6276	0.701588397	1
6278	0.66356494	0
6279	0.712826937	1
6280	0.900431698	1
6281	0.813376445	0
6282	0.803240302	0
6283	0.722094687	0
6284	0.844107286	0
6286	0.752113517	1
6288	0.871632053	1
6289	0.848132967	0
6290	0.760470023	1
6291	0.713310844	1
6293	0.780703992	0
6294	0.858776163	0
6295	0.793017077	1
6296	0.863129851	1
6297	0.642567384	0
6298	0.731206295	1
6299	0.882544652	0
6300	0.854270045	1
6302	0.807299704	1
6303	0.940216705	0
6304	0.864610321	1
6305	0.878696054	1
6306	0.908201653	1
6307	0.934821518	1
6308	0.824804323	1
6309	0.950162678	1
6310	0.914625483	1
6311	0.669704016	1
6313	0.752518885	0
6314	0.881630038	1
6318	0.953084403	1
6319	0.858103088	1
6321	0.773456115	1
6322	0.82684963	1
6323	0.700186369	1
6324	0.836293777	1
6325	0.694007675	0
6326	0.843306143	1
6327	0.904999365	1
6328	0.693984423	1
6329	0.867197292	1
6330	0.772612422	0
6331	0.827162875	0
6332	0.811597459	1
6333	0.893219461	1
6334	0.783024687	1
6335	0.820619985	1
6336	0.870038063	1
6337	0.804828959	1
6338	0.749667953	1
6340	0.602884576	1
6341	0.865121966	1
6342	0.710883527	1
6343	0.749047995	1
6344	0.766503351	0
6346	0.934985084	1
6347	0.605419762	0
6349	0.895188038	1
6350	0.739556514	1
6351	0.848140359	1
6353	0.722157454	0
6354	0.782617889	1
6355	0.844461981	1
6356	0.8987194	0
6357	0.822792337	1
6358	0.745299255	0
6359	0.843944816	0
6360	0.939310897	1
6361	0.840173466	0
6362	0.88290725	1
6364	0.917520236	0
6365	0.884791918	1
6366	0.74403734	0
6367	0.697300343	1
6368	0.92052024	1
6369	0.956333811	1
6371	0.56523021	1
6372	0.828094868	1
6373	0.883752842	1
6374	0.891050728	0
6375	0.789340122	1
6376	0.892782566	1
6377	0.890072357	0
6378	0.804946528	0
6379	0.912154352	1
6380	0.852310682	1
6381	0.884119404	1
6382	0.768307828	0
6383	0.828179502	1
6384	0.705909895	1
6386	0.897729148	0
6387	0.977587526	1
6388	0.814947625	0
6389	0.893091282	1
6391	0.884301596	0
6392	0.775260358	1
6393	0.84472007	1
6395	0.745213834	1
6396	0.87321709	0
6398	0.859342835	1
6399	0.783448886	1
6401	0.808462503	0
6404	0.863341644	0
6406	0.75210975	1
6407	0.849676774	1
6408	0.818113386	1
6409	0.974556211	0
6410	0.840477022	0
6411	0.886474235	1
6413	0.746601629	0
6414	0.923041519	1
6415	0.770760262	1
6416	0.93460337	0
6417	0.773534181	0
6418	0.729687938	0
6419	0.925450797	0
6421	0.863287129	1
6422	0.766095605	1
6424	0.851893353	1
6426	0.927596554	1
6427	0.631523822	0
6428	0.897358195	1
6429	0.85747326	1
6430	0.852282459	1
6432	0.864942443	1
6433	0.975708078	1
6434	0.819923197	1
6437	0.780848212	0
6438	0.778945908	1
6439	0.73180783	1
6440	0.840639304	0
6441	0.785544963	1
6442	0.818699508	1
6443	0.749973583	0
6444	0.817591545	1
6445	0.825893119	1
6446	0.746029599	0
6448	0.902794179	1
6452	0.769310328	0
6453	0.732399756	0
6454	0.760762645	1
6455	0.837226294	1
6458	0.859377581	0
6459	0.779995521	1
6461	0.917233732	1
6462	0.917233732	1
6463	0.615273129	1
6464	0.843696086	0
6465	0.84350588	1
6466	0.736974218	1
6467	0.790654092	0
6468	0.915768106	1
6469	0.769205814	1
6470	0.868510951	1
6471	0.887384235	1
6472	0.795359208	0
6473	0.782485991	0
6475	0.828260382	1
6477	0.810560598	1
6478	0.938140261	1
6479	1	0
6480	0.891690459	1
6482	0.940515117	0
6483	0.980464793	0
6484	0.926152032	1
6486	0.853970743	1
6487	0.895188038	1
6489	0.801390498	1
6490	0.794826426	1
6491	0.789897161	1
6492	0.774368245	1
6493	0.684591395	1
6494	0.844979567	1
6495	0.878743296	1
6497	0.806576823	1
6499	0.849641258	1
6501	0.733091139	1
6502	0.78774124	1
6503	0.822054762	0
6505	0.792601184	1
6506	0.830010263	0
6508	0.810615488	1
6510	0.783118812	1
6511	0.812221186	1
6512	0.920119701	1
6513	0.75033542	1
6514	0.754495194	0
6515	0.785910782	1
6516	0.806050694	0
6517	0.728457369	1
6519	0.858702569	0
6520	0.770368377	1
6521	0.821943545	1
6522	0.71180232	0
6523	0.895975988	1
6524	0.833241234	0
6525	0.884112189	1
6529	0.915618086	0
6531	0.858147222	1
6532	0.805166483	0
6533	0.742488468	0
6535	0.621547032	1
6537	0.940000099	1
6538	0.910818141	1
6539	0.716284134	1
6540	0.804647975	1
6542	0.832514909	1
6543	0.853581434	1
6544	0.908965427	1
6545	0.835303038	1
6546	0.880047338	1
6547	0.816531591	0
6548	0.831155559	0
6549	0.67854987	0
6550	0.84602904	1
6551	0.727882506	0
6552	0.945093174	1
6553	0.755976804	0
6555	0.781907995	1
6556	0.816713569	0
6558	0.698834259	0
6559	0.8676344	1
6560	0.980016921	0
6562	0.780624745	0
6563	0.971382551	0
6564	0.871767036	0
6565	0.651752527	1
6567	0.873495576	0
6568	0.787303752	1
6570	0.881552479	0
6571	0.825577434	1
6572	0.892110297	1
6573	0.708160685	0
6574	0.890935711	1
6575	0.766829202	1
6579	0.978582653	1
6580	0.856218787	1
6582	0.917407716	0
6583	0.770307862	1
6584	0.936157401	1
6585	0.885132219	0
